year	division_id	ranking_id	conference_key
2017	1	18370	America East
2017	1	18370	Atlantic Coast
2017	1	18370	Big East
2017	1	18370	Big Ten
2017	1	18370	Colonial
2017	1	18370	Independent
2017	1	18370	Ivy League
2017	1	18370	Metro Atlantic
2017	1	18370	Northeast
2017	1	18370	Patriot
2017	1	18370	Southern
2016	1	15432	America East
2016	1	15432	Atlantic Coast
2016	1	15432	Big East
2016	1	15432	Big Ten
2016	1	15432	Colonial
2016	1	15432	Independent
2016	1	15432	Ivy League
2016	1	15432	Metro Atlantic
2016	1	15432	Northeast
2016	1	15432	Patriot
2016	1	15432	Southern
2015	1	12941	America East
2015	1	12941	Atlantic Coast
2015	1	12941	Big East
2015	1	12941	Big Ten
2015	1	12941	Colonial
2015	1	12941	Independent
2015	1	12941	Ivy League
2015	1	12941	Metro Atlantic
2015	1	12941	Northeast
2015	1	12941	Patriot
2015	1	12941	Southern
2014	1	12965	ASUN
2014	1	12965	America East
2014	1	12965	Atlantic Coast
2014	1	12965	Big East
2014	1	12965	Colonial
2014	1	12965	ECAC
2014	1	12965	Independent
2014	1	12965	Ivy League
2014	1	12965	Metro Atlantic
2014	1	12965	Northeast
2014	1	12965	Patriot
2013	1	10554	AAC
2013	1	10554	America East
2013	1	10554	Atlantic Coast
2013	1	10554	Colonial
2013	1	10554	ECAC
2013	1	10554	Independent
2013	1	10554	Ivy League
2013	1	10554	Metro Atlantic
2013	1	10554	Northeast
2013	1	10554	Patriot
2012	1	8852	AAC
2012	1	8852	America East
2012	1	8852	Atlantic Coast
2012	1	8852	Colonial
2012	1	8852	ECAC
2012	1	8852	Independent
2012	1	8852	Ivy League
2012	1	8852	Metro Atlantic
2012	1	8852	Northeast
2012	1	8852	Patriot
2011	1	7969	AAC
2011	1	7969	America East
2011	1	7969	Atlantic Coast
2011	1	7969	Colonial
2011	1	7969	ECAC
2011	1	7969	Ivy League
2011	1	7969	Metro Atlantic
2011	1	7969	Northeast
2011	1	7969	Patriot
2010	1	7264	AAC
2010	1	7264	America East
2010	1	7264	Atlantic Coast
2010	1	7264	Colonial
2010	1	7264	ECAC
2010	1	7264	Ivy League
2010	1	7264	Metro Atlantic
2010	1	7264	Patriot
2009	1	6455	America East
2009	1	6455	Atlantic Coast
2009	1	6455	Colonial
2009	1	6455	ECAC
2009	1	6455	Great Lakes Football Conference
2009	1	6455	Great Western
2009	1	6455	Ivy League
2009	1	6455	Metro Atlantic
2009	1	6455	Patriot
2008	1	5731	America East
2008	1	5731	Atlantic Coast
2008	1	5731	Colonial
2008	1	5731	ECAC
2008	1	5731	Great Lakes Football Conference
2008	1	5731	Great Western
2008	1	5731	Ivy League
2008	1	5731	Metro Atlantic
2008	1	5731	Patriot
2007	1	3637	America East
2007	1	3637	Atlantic Coast
2007	1	3637	Colonial
2007	1	3637	ECAC
2007	1	3637	Great Lakes Football Conference
2007	1	3637	Great Western
2007	1	3637	Ivy League
2007	1	3637	Metro Atlantic
2007	1	3637	Patriot
2006	1	3670	America East
2006	1	3670	Atlantic Coast
2006	1	3670	Colonial
2006	1	3670	ECAC
2006	1	3670	Great Lakes Football Conference
2006	1	3670	Great Western
2006	1	3670	Ivy League
2006	1	3670	Metro Atlantic
2006	1	3670	Patriot
2005	1	3723	America East
2005	1	3723	Atlantic Coast
2005	1	3723	Colonial
2005	1	3723	ECAC
2005	1	3723	Great Lakes Football Conference
2005	1	3723	Great Western
2005	1	3723	Ivy League
2005	1	3723	Metro Atlantic
2005	1	3723	Patriot
2004	1	3766	America East
2004	1	3766	Atlantic Coast
2004	1	3766	Colonial
2004	1	3766	ECAC
2004	1	3766	Great Western
2004	1	3766	Independent
2004	1	3766	Ivy League
2004	1	3766	Metro Atlantic
2004	1	3766	Patriot
2003	1	3799	America East
2003	1	3799	Atlantic Coast
2003	1	3799	Colonial
2003	1	3799	ECAC
2003	1	3799	Great Western
2003	1	3799	Independent
2003	1	3799	Ivy League
2003	1	3799	Metro Atlantic
2003	1	3799	Patriot
2002	1	3818	America East
2002	1	3818	Atlantic Coast
2002	1	3818	Colonial
2002	1	3818	ECAC
2002	1	3818	Great Western
2002	1	3818	Independent
2002	1	3818	Ivy League
2002	1	3818	Metro Atlantic
2002	1	3818	Patriot
2017	2	18363	Conference Carolinas
2017	2	18363	ECC
2017	2	18363	G-MAC
2017	2	18363	Independent
2017	2	18363	Northeast-10
2017	2	18363	RMAC
2017	2	18363	South Atlantic
2017	2	18363	Sunshine State
2016	2	15507	Conference Carolinas
2016	2	15507	ECAC-II
2016	2	15507	ECC
2016	2	15507	Independent
2016	2	15507	Northeast-10
2016	2	15507	RMAC
2016	2	15507	South Atlantic
2016	2	15507	Sunshine State
2015	2	12981	Conference Carolinas
2015	2	12981	ECAC-II
2015	2	12981	ECC
2015	2	12981	Independent
2015	2	12981	Northeast-10
2015	2	12981	South Atlantic
2015	2	12981	Sunshine State
2014	2	10818	Conference Carolinas
2014	2	10818	ECAC-II
2014	2	10818	ECC
2014	2	10818	Independent
2014	2	10818	Northeast-10
2014	2	10818	South Atlantic
2014	2	10818	Sunshine State
2013	2	9684	Conference Carolinas
2013	2	9684	Deep South
2013	2	9684	Division II Independents
2013	2	9684	ECAC-II
2013	2	9684	ECC
2013	2	9684	Independent
2013	2	9684	Northeast-10
2012	2	8853	Conference Carolinas
2012	2	8853	Deep South
2012	2	8853	Division II Independents
2012	2	8853	ECC
2012	2	8853	Northeast-10
2011	2	7972	Conference Carolinas
2011	2	7972	Deep South
2011	2	7972	ECC
2011	2	7972	Northeast-10
2010	2	7139	Conference Carolinas
2010	2	7139	Deep South
2010	2	7139	ECC
2010	2	7139	Northeast-10
2009	2	6457	Conference Carolinas
2009	2	6457	Deep South
2009	2	6457	ECC
2009	2	6457	Northeast-10
2008	2	5720	Conference Carolinas
2008	2	5720	Deep South
2008	2	5720	ECC
2008	2	5720	Northeast-10
2007	2	4907	Conference Carolinas
2007	2	4907	Deep South
2007	2	4907	ECC
2007	2	4907	Northeast-10
2006	2	3681	Deep South
2006	2	3681	ECC
2006	2	3681	Northeast-10
2005	2	3736	Deep South
2005	2	3736	ECC
2005	2	3736	Independent
2005	2	3736	Northeast-10
2004	2	3778	Deep South
2004	2	3778	ECC
2004	2	3778	Independent
2004	2	3778	Northeast-10
2003	2	3807	Deep South
2003	2	3807	ECC
2003	2	3807	Independent
2003	2	3807	Northeast-10
2002	2	3828	Deep South
2002	2	3828	ECC
2002	2	3828	Independent
2002	2	3828	Northeast-10
2017	3	18373	CAC
2017	3	18373	CCC
2017	3	18373	CCIW
2017	3	18373	CSAC
2017	3	18373	Centennial
2017	3	18373	DIII Independent
2017	3	18373	Empire 8
2017	3	18373	Great Northeast
2017	3	18373	Independent
2017	3	18373	Landmark
2017	3	18373	Liberty League
2017	3	18373	Little East
2017	3	18373	MAC Commonwealth
2017	3	18373	MAC Freedom
2017	3	18373	Michigan Intercol.
2017	3	18373	Midwest Lacrosse Conference
2017	3	18373	NEAC
2017	3	18373	NECC
2017	3	18373	NESCAC
2017	3	18373	NEWMAC Lacrosse
2017	3	18373	North Atlantic
2017	3	18373	North Coast
2017	3	18373	Northern Athletics
2017	3	18373	ODAC
2017	3	18373	ORMLC
2017	3	18373	Ohio AC
2017	3	18373	SAA
2017	3	18373	SCAC
2017	3	18373	SUNYAC
2017	3	18373	Skyline
2017	3	18373	Southern
2016	3	18104	CAC
2016	3	18104	CCC
2016	3	18104	CCIW
2016	3	18104	CSAC
2016	3	18104	Centennial
2016	3	18104	Empire 8
2016	3	18104	Great Northeast
2016	3	18104	Independent
2016	3	18104	Landmark
2016	3	18104	Liberty League
2016	3	18104	Little East
2016	3	18104	MAC Commonwealth
2016	3	18104	MAC Freedom
2016	3	18104	Michigan Intercol.
2016	3	18104	Midwest Lacrosse Conference
2016	3	18104	NEAC
2016	3	18104	NECC
2016	3	18104	NESCAC
2016	3	18104	NEWMAC Lacrosse
2016	3	18104	North Atlantic
2016	3	18104	North Coast
2016	3	18104	Northern Athletics
2016	3	18104	ODAC
2016	3	18104	ORMLC
2016	3	18104	Ohio AC
2016	3	18104	SAA
2016	3	18104	SCAC
2016	3	18104	SUNYAC
2016	3	18104	Skyline
2016	3	18104	Southern
2015	3	12983	CAC
2015	3	12983	CCC
2015	3	12983	CCIW
2015	3	12983	CSAC
2015	3	12983	Centennial
2015	3	12983	Empire 8
2015	3	12983	Great Northeast
2015	3	12983	Independent
2015	3	12983	Landmark
2015	3	12983	Liberty League
2015	3	12983	Little East
2015	3	12983	MAC Commonwealth
2015	3	12983	MAC Freedom
2015	3	12983	Michigan Intercol.
2015	3	12983	Midwest Lacrosse Conference
2015	3	12983	NEAC
2015	3	12983	NECC
2015	3	12983	NESCAC
2015	3	12983	NEWMAC Lacrosse
2015	3	12983	North Atlantic
2015	3	12983	North Coast
2015	3	12983	ODAC
2015	3	12983	ORMLC
2015	3	12983	Ohio AC
2015	3	12983	SAA
2015	3	12983	SCAC
2015	3	12983	SUNYAC
2015	3	12983	Skyline
2014	3	10864	CAC
2014	3	10864	CCC
2014	3	10864	CSAC
2014	3	10864	Centennial
2014	3	10864	Empire 8
2014	3	10864	Great Northeast
2014	3	10864	Independent
2014	3	10864	Landmark
2014	3	10864	Liberty League
2014	3	10864	Little East
2014	3	10864	MAC Commonwealth
2014	3	10864	MAC Freedom
2014	3	10864	Michigan Intercol.
2014	3	10864	Midwest Lacrosse Conference
2014	3	10864	NEAC
2014	3	10864	NECC
2014	3	10864	NESCAC
2014	3	10864	NEWMAC
2014	3	10864	NEWMAC Lacrosse
2014	3	10864	North Atlantic
2014	3	10864	North Coast
2014	3	10864	ODAC
2014	3	10864	Ohio AC
2014	3	10864	SAA
2014	3	10864	SCAC
2014	3	10864	SUNYAC
2014	3	10864	Skyline
2013	3	9728	CAC
2013	3	9728	CCC
2013	3	9728	CSAC
2013	3	9728	Centennial
2013	3	9728	Empire 8
2013	3	9728	Great Northeast
2013	3	9728	Independent
2013	3	9728	Landmark
2013	3	9728	Liberty League
2013	3	9728	Little East
2013	3	9728	MAC Commonwealth
2013	3	9728	MAC Freedom
2013	3	9728	Michigan Intercol.
2013	3	9728	Midwest Lacrosse Conference
2013	3	9728	NEAC
2013	3	9728	NESCAC
2013	3	9728	NEWMAC Lacrosse
2013	3	9728	North Atlantic
2013	3	9728	North Coast
2013	3	9728	ODAC
2013	3	9728	SCAC
2013	3	9728	SUNYAC
2013	3	9728	Skyline
2012	3	8854	CAC
2012	3	8854	CCC
2012	3	8854	CSAC
2012	3	8854	Centennial
2012	3	8854	Division III Independents
2012	3	8854	Empire 8
2012	3	8854	Great Northeast
2012	3	8854	Landmark
2012	3	8854	Liberty League
2012	3	8854	Little East
2012	3	8854	Middle Atlantic
2012	3	8854	Midwest Lacrosse Conference
2012	3	8854	NEAC
2012	3	8854	NESCAC
2012	3	8854	NEWMAC Lacrosse
2012	3	8854	North Atlantic
2012	3	8854	North Coast
2012	3	8854	ODAC
2012	3	8854	SCAC
2012	3	8854	SUNYAC
2012	3	8854	Skyline
2011	3	7979	CAC
2011	3	7979	CCC
2011	3	7979	CSAC
2011	3	7979	Centennial
2011	3	7979	Empire 8
2011	3	7979	Great Northeast
2011	3	7979	Landmark
2011	3	7979	Liberty League
2011	3	7979	Little East
2011	3	7979	Middle Atlantic
2011	3	7979	Midwest Lacrosse Conference
2011	3	7979	NEAC
2011	3	7979	NESCAC
2011	3	7979	NEWMAC Lacrosse
2011	3	7979	North Atlantic
2011	3	7979	North Coast
2011	3	7979	ODAC
2011	3	7979	SCAC
2011	3	7979	SUNYAC
2011	3	7979	Skyline
2010	3	7122	CAC
2010	3	7122	CCC
2010	3	7122	CSAC
2010	3	7122	Centennial
2010	3	7122	Empire 8
2010	3	7122	Landmark
2010	3	7122	Liberty League
2010	3	7122	Little East
2010	3	7122	Middle Atlantic
2010	3	7122	NEAC
2010	3	7122	NESCAC
2010	3	7122	NEWMAC Lacrosse
2010	3	7122	North Atlantic
2010	3	7122	North Coast
2010	3	7122	ODAC
2010	3	7122	SCAC
2010	3	7122	SUNYAC
2010	3	7122	Skyline
2009	3	6460	CAC
2009	3	6460	CCC
2009	3	6460	CSAC
2009	3	6460	Centennial
2009	3	6460	Empire 8
2009	3	6460	Landmark
2009	3	6460	Liberty League
2009	3	6460	Little East
2009	3	6460	Middle Atlantic
2009	3	6460	NEAC
2009	3	6460	NESCAC
2009	3	6460	NEWMAC Lacrosse
2009	3	6460	North Atlantic
2009	3	6460	North Coast
2009	3	6460	ODAC
2009	3	6460	SUNYAC
2009	3	6460	Skyline
2008	3	5721	CAC
2008	3	5721	CCC
2008	3	5721	CSAC
2008	3	5721	Centennial
2008	3	5721	Empire 8
2008	3	5721	Landmark
2008	3	5721	Liberty League
2008	3	5721	Little East
2008	3	5721	Middle Atlantic
2008	3	5721	NESCAC
2008	3	5721	NEWMAC Lacrosse
2008	3	5721	North Atlantic
2008	3	5721	North Coast
2008	3	5721	ODAC
2008	3	5721	SUNYAC
2008	3	5721	Skyline
2007	3	3659	CAC
2007	3	3659	CCC
2007	3	3659	CSAC
2007	3	3659	Centennial
2007	3	3659	Empire 8
2007	3	3659	Liberty League
2007	3	3659	Little East
2007	3	3659	Middle Atlantic
2007	3	3659	NESCAC
2007	3	3659	NEWMAC Lacrosse
2007	3	3659	North Atlantic
2007	3	3659	North Coast
2007	3	3659	ODAC
2007	3	3659	SUNYAC
2007	3	3659	Skyline
2006	3	3699	CAC
2006	3	3699	CCC
2006	3	3699	CSAC
2006	3	3699	Centennial
2006	3	3699	Empire 8
2006	3	3699	Knickerbocker Lacrosse
2006	3	3699	Liberty League
2006	3	3699	Little East
2006	3	3699	Middle Atlantic
2006	3	3699	NESCAC
2006	3	3699	NEWMAC Lacrosse
2006	3	3699	North Atlantic
2006	3	3699	North Coast
2006	3	3699	ODAC
2006	3	3699	SUNYAC
2005	3	3754	CAC
2005	3	3754	CCC
2005	3	3754	CSAC
2005	3	3754	Centennial
2005	3	3754	Empire 8
2005	3	3754	Independent
2005	3	3754	Knickerbocker Lacrosse
2005	3	3754	Liberty League
2005	3	3754	Little East
2005	3	3754	Middle Atlantic
2005	3	3754	NESCAC
2005	3	3754	NEWMAC Lacrosse
2005	3	3754	North Coast
2005	3	3754	ODAC
2005	3	3754	SUNYAC
2004	3	3790	CAC
2004	3	3790	CCC
2004	3	3790	CSAC
2004	3	3790	Centennial
2004	3	3790	Empire 8
2004	3	3790	Independent
2004	3	3790	Knickerbocker Lacrosse
2004	3	3790	Liberty League
2004	3	3790	Little East
2004	3	3790	Middle Atlantic
2004	3	3790	NESCAC
2004	3	3790	NEWMAC Lacrosse
2004	3	3790	North Coast
2004	3	3790	ODAC
2004	3	3790	SUNYAC
2003	3	3816	CAC
2003	3	3816	CCC
2003	3	3816	CSAC
2003	3	3816	Centennial
2003	3	3816	Empire 8
2003	3	3816	Independent
2003	3	3816	Knickerbocker Lacrosse
2003	3	3816	Liberty League
2003	3	3816	Little East
2003	3	3816	Middle Atlantic
2003	3	3816	NESCAC
2003	3	3816	NEWMAC Lacrosse
2003	3	3816	North Coast
2003	3	3816	ODAC
2003	3	3816	SUNYAC
2002	3	3836	CAC
2002	3	3836	CCC
2002	3	3836	CSAC
2002	3	3836	Centennial
2002	3	3836	Empire 8
2002	3	3836	Independent
2002	3	3836	Knickerbocker Lacrosse
2002	3	3836	Liberty League
2002	3	3836	Little East
2002	3	3836	Middle Atlantic
2002	3	3836	NESCAC
2002	3	3836	NEWMAC Lacrosse
2002	3	3836	North Coast
2002	3	3836	ODAC
2002	3	3836	SUNYAC
